orderNumber,customerName,customerEmail,deliveryDate,totalAmount,currency,status,shippingAddress
SO-2024-0728,SilverLine Transport,orders@silverlinetransport.com,2024-12-31,43270.44,GBP,SHIPPED,"66 Innovation Dr, Mumbai, Maharashtra 400001, India"
SO-2024-0729,Trident Pharma,purchase@tridentpharma.com,2024-09-18,88211.03,USD,PENDING,"50 Central Ave, Munich 80331, Germany"
SO-2024-0730,Pacific Imports Co,admin@pacificimportsco.com,2024-11-16,69184.53,USD,DELIVERED,"604 Oak St, Los Angeles, CA 90001, USA"
SO-2024-0731,Zenith Electronics,sales@zenithelectronics.com,2024-06-18,92930.69,EUR,CONFIRMED,"693 Central Ave, San Francisco, CA 94105, USA"
SO-2024-0732,Keystone Construction,info@keystoneconstruction.com,2025-01-13,90674.58,JPY,SHIPPED,"535 Oak St, Manchester M1 1AA, UK"
SO-2024-0733,Mosaic Designs,supply@mosaicdesigns.com,2024-05-10,45872.33,GBP,CONFIRMED,"211 Queen St, New York, NY 10001, USA"
SO-2024-0734,Atlas Engineering,ops@atlasengineering.com,2024-04-27,90150.63,INR,DELIVERED,"653 Central Ave, Delhi, Delhi 110001, India"
SO-2024-0735,ClearView Optics,orders@clearviewoptics.com,2024-08-25,72430.09,USD,CONFIRMED,"356 Innovation Dr, Austin, TX 73301, USA"
SO-2024-0736,Maple Creek Farms,info@maplecreekfarms.com,2024-12-04,65325.41,GBP,PENDING,"249 Harbor Blvd, Paris 75001, France"
SO-2024-0737,Dynamo Sports,sales@dynamosports.com,2025-01-20,29734.06,USD,DELIVERED,"207 Enterprise Ln, Berlin 10115, Germany"
SO-2024-0738,Apex Innovations,sales@apexinnovations.com,2025-01-06,70268.84,USD,PENDING,"92 King St, Boston, MA 02101, USA"
SO-2024-0739,Zenith Electronics,info@zenithelectronics.com,2025-03-26,28493.68,AUD,CONFIRMED,"343 High St, Austin, TX 73301, USA"
SO-2024-0740,PrimePath Consulting,procurement@primepathconsulting.com,2024-04-14,51225.20,SGD,DELIVERED,"581 Tech Park Rd, Boston, MA 02101, USA"
SO-2024-0741,Horizon Textiles,sales@horizontextiles.com,2024-05-20,13859.28,EUR,PENDING,"152 Tech Park Rd, Chicago, IL 60601, USA"
SO-2024-0742,NovaStar Tech,admin@novastartech.com,2024-10-07,50438.59,EUR,CONFIRMED,"623 Business Ave, Toronto, ON M5A 1A1, Canada"
SO-2024-0743,Vanguard Motors,procurement@vanguardmotors.com,2024-06-30,68946.85,INR,CONFIRMED,"898 River Rd, London EC1A 1BB, UK"
SO-2024-0744,GreenLeaf Organics,orders@greenleaforganics.com,2024-04-22,43995.46,USD,DELIVERED,"302 Warehouse Rd, New York, NY 10001, USA"
SO-2024-0745,Summit Healthcare,purchase@summithealthcare.com,2024-12-06,54347.10,INR,PENDING,"716 Queen St, Sydney, NSW 2000, Australia"
SO-2024-0746,JetStream Aviation,info@jetstreamaviation.com,2024-10-23,45975.49,USD,SHIPPED,"986 Industrial Way, Tokyo 100-0001, Japan"
SO-2024-0747,MegaTech Inc,admin@megatechinc.com,2024-09-26,6653.02,CAD,DELIVERED,"752 Commerce Blvd, Los Angeles, CA 90001, USA"
SO-2024-0748,Global Traders Ltd,orders@globaltradersltd.com,2024-05-28,97409.22,JPY,DELIVERED,"858 River Rd, Austin, TX 73301, USA"
SO-2024-0749,Vertex Analytics,info@vertexanalytics.com,,73732.25,USD,CANCELLED,"727 Central Ave, Singapore 048583, Singapore"
SO-2024-0750,Eclipse Media,sales@eclipsemedia.com,2024-12-08,2152.75,SGD,DELIVERED,"251 Station Rd, Los Angeles, CA 90001, USA"
SO-2024-0751,Nordic Supplies AB,procurement@nordicsuppliesab.com,2024-09-27,3900.08,INR,CONFIRMED,"997 Tech Park Rd, Bangalore, Karnataka 560001, India"
SO-2024-0752,Vertex Analytics,admin@vertexanalytics.com,2024-10-10,23092.21,USD,SHIPPED,"72 Park Ave, Hyderabad, Telangana 500001, India"
SO-2024-0753,Pacific Imports Co,orders@pacificimportsco.com,2024-05-09,47964.83,EUR,DELIVERED,"980 Park Ave, Los Angeles, CA 90001, USA"
SO-2024-0754,CloudNine Services,admin@cloudnineservices.com,2025-05-16,34192.40,AUD,CONFIRMED,"626 Business Ave, Chicago, IL 60601, USA"
SO-2024-0755,ClearView Optics,orders@clearviewoptics.com,2025-02-05,74859.41,USD,SHIPPED,"947 Harbor Blvd, Austin, TX 73301, USA"
SO-2024-0756,BlueWave Logistics,sales@bluewavelogistics.com,2024-09-04,42919.79,GBP,CONFIRMED,"297 Maple Dr, Boston, MA 02101, USA"
SO-2024-0757,MegaTech Inc,admin@megatechinc.com,2025-05-25,22860.95,EUR,PENDING,"571 Market St, Manchester M1 1AA, UK"
SO-2024-0758,JetStream Aviation,procurement@jetstreamaviation.com,2024-03-19,89355.65,CAD,SHIPPED,"239 Central Ave, Munich 80331, Germany"
SO-2024-0759,Pinnacle Group,purchase@pinnaclegroup.com,2024-11-04,93191.60,CAD,DELIVERED,"334 High St, Seattle, WA 98101, USA"
SO-2024-0760,Maple Creek Farms,admin@maplecreekfarms.com,2024-08-09,60938.26,CAD,SHIPPED,"607 Market St, Paris 75001, France"
SO-2024-0761,Quantum Retail,orders@quantumretail.com,2025-03-14,14159.36,USD,PENDING,"252 Queen St, London EC1A 1BB, UK"
SO-2024-0762,Mosaic Designs,orders@mosaicdesigns.com,2025-02-09,87373.06,AUD,CONFIRMED,"367 Station Rd, Dubai 00000, UAE"
SO-2024-0763,JetStream Aviation,supply@jetstreamaviation.com,2024-04-02,91546.31,GBP,PENDING,"470 Harbor Blvd, Boston, MA 02101, USA"
SO-2024-0764,Pinnacle Group,supply@pinnaclegroup.com,2024-08-08,34088.35,INR,PENDING,"949 Commerce Blvd, Los Angeles, CA 90001, USA"
SO-2024-0765,Ironclad Security,supply@ironcladsecurity.com,2024-08-20,72618.11,USD,PENDING,"39 High St, Berlin 10115, Germany"
SO-2024-0766,JetStream Aviation,sales@jetstreamaviation.com,2024-07-20,40079.87,USD,SHIPPED,"40 Industrial Way, Boston, MA 02101, USA"
SO-2024-0767,Quantum Retail,ops@quantumretail.com,2024-10-12,10152.26,USD,SHIPPED,"80 Main St, Berlin 10115, Germany"
SO-2024-0768,Trident Pharma,info@tridentpharma.com,2025-06-12,73890.42,GBP,DELIVERED,"125 Main St, Denver, CO 80201, USA"
SO-2024-0769,ClearView Optics,ops@clearviewoptics.com,2025-05-12,51752.83,INR,DELIVERED,"627 Park Ave, Austin, TX 73301, USA"
SO-2024-0770,Falcon Aerospace,info@falconaerospace.com,2024-05-08,74712.49,SGD,CONFIRMED,"870 Harbor Blvd, Bangalore, Karnataka 560001, India"
SO-2024-0771,Trident Pharma,orders@tridentpharma.com,2025-06-25,42862.70,USD,DELIVERED,"473 Station Rd, Toronto, ON M5A 1A1, Canada"
SO-2024-0772,Zenith Electronics,info@zenithelectronics.com,2025-05-24,72749.70,GBP,SHIPPED,"673 Industrial Way, Austin, TX 73301, USA"
SO-2024-0773,Falcon Aerospace,supply@falconaerospace.com,2024-02-17,18233.55,USD,CONFIRMED,"927 Market St, Sydney, NSW 2000, Australia"
SO-2024-0774,Delta Systems,procurement@deltasystems.com,2024-01-16,25265.66,EUR,SHIPPED,"428 Innovation Dr, Mumbai, Maharashtra 400001, India"
SO-2024-0775,Maple Creek Farms,admin@maplecreekfarms.com,2025-02-15,30669.66,USD,CONFIRMED,"908 Commerce Blvd, Seattle, WA 98101, USA"
SO-2024-0776,Evergreen Foods,supply@evergreenfoods.com,2025-05-08,19408.08,JPY,DELIVERED,"108 High St, Toronto, ON M5A 1A1, Canada"
SO-2024-0777,Pacific Imports Co,purchase@pacificimportsco.com,2025-04-05,97687.06,USD,DELIVERED,"714 Industrial Way, Delhi, Delhi 110001, India"
SO-2024-0778,MegaTech Inc,admin@megatechinc.com,2024-09-28,32060.22,EUR,PENDING,"858 Business Ave, Seattle, WA 98101, USA"
SO-2024-0779,Cascade Energy,orders@cascadeenergy.com,2024-08-28,14465.12,USD,PENDING,"333 Market St, New York, NY 10001, USA"
SO-2024-0780,BlueWave Logistics,admin@bluewavelogistics.com,2024-01-17,43966.58,AUD,SHIPPED,"964 Main St, Chennai, Tamil Nadu 600001, India"
SO-2024-0781,JetStream Aviation,orders@jetstreamaviation.com,2024-10-29,863.74,CAD,SHIPPED,"198 Market St, Chicago, IL 60601, USA"
SO-2024-0782,Frontier Agriculture,supply@frontieragriculture.com,2025-06-04,61351.08,GBP,CONFIRMED,"762 Main St, Paris 75001, France"
SO-2024-0783,Keystone Construction,supply@keystoneconstruction.com,2024-05-01,76566.99,USD,CONFIRMED,"766 Commerce Blvd, Paris 75001, France"
SO-2024-0784,Dynamo Sports,ops@dynamosports.com,2024-12-02,49408.71,INR,CONFIRMED,"819 Main St, San Francisco, CA 94105, USA"
SO-2024-0785,JetStream Aviation,sales@jetstreamaviation.com,,45901.96,USD,CANCELLED,"622 Warehouse Rd, Los Angeles, CA 90001, USA"
SO-2024-0786,Dynamo Sports,supply@dynamosports.com,2024-10-12,83788.42,USD,DELIVERED,"69 Central Ave, Delhi, Delhi 110001, India"
SO-2024-0787,Cascade Energy,supply@cascadeenergy.com,2024-01-19,23109.69,INR,SHIPPED,"956 Warehouse Rd, Austin, TX 73301, USA"
SO-2024-0788,BlueWave Logistics,supply@bluewavelogistics.com,2025-03-16,14650.67,USD,CONFIRMED,"440 Enterprise Ln, Toronto, ON M5A 1A1, Canada"
SO-2024-0789,SilverLine Transport,purchase@silverlinetransport.com,2025-02-20,48444.39,AUD,DELIVERED,"862 Queen St, Seattle, WA 98101, USA"
SO-2024-0790,Phoenix Recycling,admin@phoenixrecycling.com,2025-05-31,20818.48,USD,DELIVERED,"768 Innovation Dr, Delhi, Delhi 110001, India"
SO-2024-0791,Evergreen Foods,procurement@evergreenfoods.com,2024-03-06,26400.27,EUR,DELIVERED,"870 Oak St, Tokyo 100-0001, Japan"
SO-2024-0792,Delta Systems,admin@deltasystems.com,2024-10-12,24000.15,EUR,CONFIRMED,"76 Station Rd, Chennai, Tamil Nadu 600001, India"
SO-2024-0793,JetStream Aviation,orders@jetstreamaviation.com,2024-03-15,95929.18,USD,DELIVERED,"957 Warehouse Rd, Tokyo 100-0001, Japan"
SO-2024-0794,CoreBridge Solutions,procurement@corebridgesolutions.com,2024-03-29,37133.33,USD,DELIVERED,"660 Park Ave, Sydney, NSW 2000, Australia"
SO-2024-0795,SilverLine Transport,orders@silverlinetransport.com,2024-10-16,76240.70,EUR,DELIVERED,"328 Innovation Dr, Paris 75001, France"
SO-2024-0796,CoreBridge Solutions,info@corebridgesolutions.com,2025-02-03,71412.64,GBP,CONFIRMED,"673 Victoria Rd, Mumbai, Maharashtra 400001, India"
SO-2024-0797,Sunrise Retail,ops@sunriseretail.com,2024-06-10,31732.18,CAD,PENDING,"329 Central Ave, Paris 75001, France"
SO-2024-0798,Delta Systems,admin@deltasystems.com,2024-12-17,42703.95,USD,DELIVERED,"66 Station Rd, London EC1A 1BB, UK"
SO-2024-0799,Sunrise Retail,info@sunriseretail.com,2024-06-28,51527.38,USD,DELIVERED,"581 Enterprise Ln, San Francisco, CA 94105, USA"
SO-2024-0800,Dynamo Sports,purchase@dynamosports.com,2024-04-07,17510.66,USD,CONFIRMED,"293 Main St, Dubai 00000, UAE"
SO-2024-0801,SilverLine Transport,info@silverlinetransport.com,2024-08-14,61659.78,USD,PENDING,"672 Commerce Blvd, Austin, TX 73301, USA"
SO-2024-0802,Apex Innovations,purchase@apexinnovations.com,2024-09-02,7594.48,GBP,CONFIRMED,"676 Station Rd, London EC1A 1BB, UK"
SO-2024-0803,Omega Chemicals,info@omegachemicals.com,2024-02-10,40161.54,AUD,PENDING,"902 Warehouse Rd, Tokyo 100-0001, Japan"
SO-2024-0804,JetStream Aviation,purchase@jetstreamaviation.com,2024-05-11,87185.49,USD,SHIPPED,"997 Market St, Munich 80331, Germany"
SO-2024-0805,CloudNine Services,purchase@cloudnineservices.com,2024-12-24,23434.12,INR,DELIVERED,"586 Park Ave, Munich 80331, Germany"
SO-2024-0806,Ironclad Security,supply@ironcladsecurity.com,2025-04-07,92901.99,USD,CONFIRMED,"555 Main St, New York, NY 10001, USA"
SO-2024-0807,WildTrail Outdoors,supply@wildtrailoutdoors.com,2024-07-21,81923.31,USD,DELIVERED,"709 King St, Houston, TX 77001, USA"
SO-2024-0808,Beacon Software,supply@beaconsoftware.com,2024-07-19,88659.22,USD,DELIVERED,"738 Innovation Dr, New York, NY 10001, USA"
SO-2024-0809,Ironclad Security,orders@ironcladsecurity.com,2025-04-30,23605.81,SGD,DELIVERED,"523 Queen St, Denver, CO 80201, USA"
SO-2024-0810,Nordic Supplies AB,info@nordicsuppliesab.com,,70458.23,INR,CANCELLED,"678 Enterprise Ln, Sydney, NSW 2000, Australia"
SO-2024-0811,Frontier Agriculture,purchase@frontieragriculture.com,,66075.76,GBP,CANCELLED,"278 Victoria Rd, Paris 75001, France"
SO-2024-0812,Sapphire Financial,ops@sapphirefinancial.com,2024-07-31,3418.57,GBP,DELIVERED,"622 Market St, Austin, TX 73301, USA"
SO-2024-0813,Summit Healthcare,orders@summithealthcare.com,2024-11-15,61231.80,USD,PENDING,"965 King St, Miami, FL 33101, USA"
SO-2024-0814,Omega Chemicals,ops@omegachemicals.com,2025-06-14,58942.84,USD,SHIPPED,"142 Station Rd, San Francisco, CA 94105, USA"
SO-2024-0815,Ironclad Security,admin@ironcladsecurity.com,2025-02-12,77617.67,CAD,CONFIRMED,"666 Tech Park Rd, San Francisco, CA 94105, USA"
SO-2024-0816,Beacon Software,supply@beaconsoftware.com,2024-07-05,65696.12,USD,CONFIRMED,"162 Oak St, Boston, MA 02101, USA"
SO-2024-0817,RedOak Industries,purchase@redoakindustries.com,2024-03-23,56183.00,EUR,CONFIRMED,"524 Market St, Los Angeles, CA 90001, USA"
SO-2024-0818,Phoenix Recycling,supply@phoenixrecycling.com,,18804.25,GBP,CANCELLED,"63 River Rd, Berlin 10115, Germany"
SO-2024-0819,CoreBridge Solutions,ops@corebridgesolutions.com,2025-05-07,91619.07,EUR,PENDING,"823 Oak St, Toronto, ON M5A 1A1, Canada"
SO-2024-0820,Delta Systems,info@deltasystems.com,2024-12-20,59319.16,SGD,DELIVERED,"232 Warehouse Rd, Seattle, WA 98101, USA"
SO-2024-0821,Ivory Tower Publishing,ops@ivorytowerpublishing.com,,76980.33,USD,CANCELLED,"171 Station Rd, Delhi, Delhi 110001, India"
SO-2024-0822,WildTrail Outdoors,admin@wildtrailoutdoors.com,2025-05-08,16320.08,EUR,CONFIRMED,"429 Station Rd, San Francisco, CA 94105, USA"
SO-2024-0823,Falcon Aerospace,procurement@falconaerospace.com,,99107.90,CAD,CANCELLED,"601 Market St, Mumbai, Maharashtra 400001, India"
SO-2024-0824,Evergreen Foods,orders@evergreenfoods.com,2024-08-26,91606.66,EUR,DELIVERED,"759 Maple Dr, Seattle, WA 98101, USA"
SO-2024-0825,Pinnacle Group,admin@pinnaclegroup.com,2024-11-12,81948.95,USD,SHIPPED,"471 Maple Dr, Hyderabad, Telangana 500001, India"
SO-2024-0826,ClearView Optics,purchase@clearviewoptics.com,2025-03-03,91214.76,AUD,SHIPPED,"461 Station Rd, Miami, FL 33101, USA"
SO-2024-0827,TechStart India,ops@techstartindia.com,2025-04-12,78123.52,USD,DELIVERED,"588 Victoria Rd, Hyderabad, Telangana 500001, India"
SO-2024-0828,Mosaic Designs,purchase@mosaicdesigns.com,2024-03-15,59154.26,JPY,DELIVERED,"20 High St, Boston, MA 02101, USA"
SO-2024-0829,Ironclad Security,info@ironcladsecurity.com,2024-11-17,76170.57,USD,DELIVERED,"264 Tech Park Rd, Dubai 00000, UAE"
SO-2024-0830,Falcon Aerospace,supply@falconaerospace.com,2024-06-12,47102.18,USD,SHIPPED,"92 Queen St, Boston, MA 02101, USA"
SO-2024-0831,Orbit Digital,ops@orbitdigital.com,2024-01-15,92885.15,INR,DELIVERED,"638 Queen St, Toronto, ON M5A 1A1, Canada"
SO-2024-0832,CoreBridge Solutions,purchase@corebridgesolutions.com,2024-07-21,5526.95,JPY,DELIVERED,"315 Queen St, Paris 75001, France"
SO-2024-0833,Nordic Supplies AB,orders@nordicsuppliesab.com,2025-03-10,24008.84,USD,DELIVERED,"272 Central Ave, San Francisco, CA 94105, USA"
SO-2024-0834,Eclipse Media,admin@eclipsemedia.com,2024-08-03,55976.61,USD,DELIVERED,"540 Warehouse Rd, Delhi, Delhi 110001, India"
SO-2024-0835,Dynamo Sports,sales@dynamosports.com,2024-08-25,92008.07,EUR,DELIVERED,"809 Main St, Bangalore, Karnataka 560001, India"
SO-2024-0836,CloudNine Services,ops@cloudnineservices.com,2025-04-26,47129.57,USD,DELIVERED,"18 Harbor Blvd, Miami, FL 33101, USA"
SO-2024-0837,Ivory Tower Publishing,ops@ivorytowerpublishing.com,2024-07-30,77956.13,USD,CONFIRMED,"665 Queen St, London EC1A 1BB, UK"
SO-2024-0838,Vanguard Motors,info@vanguardmotors.com,2024-05-09,80702.47,USD,DELIVERED,"509 Queen St, Singapore 048583, Singapore"
SO-2024-0839,Infoway Solutions,supply@infowaysolutions.com,2025-02-22,76122.11,EUR,PENDING,"628 Industrial Way, Denver, CO 80201, USA"
SO-2024-0840,Frontier Agriculture,purchase@frontieragriculture.com,2024-03-07,66283.28,GBP,CONFIRMED,"655 Tech Park Rd, Mumbai, Maharashtra 400001, India"
SO-2024-0841,Eclipse Media,admin@eclipsemedia.com,,21731.68,USD,CANCELLED,"28 Main St, Hyderabad, Telangana 500001, India"
SO-2024-0842,Phoenix Recycling,procurement@phoenixrecycling.com,2024-06-24,51961.12,JPY,SHIPPED,"981 Industrial Way, Chicago, IL 60601, USA"
SO-2024-0843,Beacon Software,admin@beaconsoftware.com,2025-04-26,7496.84,USD,CONFIRMED,"695 Victoria Rd, Hyderabad, Telangana 500001, India"
SO-2024-0844,Delta Systems,sales@deltasystems.com,2025-05-09,52440.74,USD,SHIPPED,"637 Main St, Chennai, Tamil Nadu 600001, India"
SO-2024-0845,Trident Pharma,orders@tridentpharma.com,,53478.97,INR,CANCELLED,"505 Oak St, Toronto, ON M5A 1A1, Canada"
SO-2024-0846,Ironclad Security,procurement@ironcladsecurity.com,2024-08-21,90722.67,JPY,PENDING,"226 Station Rd, Chicago, IL 60601, USA"
SO-2024-0847,Pacific Imports Co,ops@pacificimportsco.com,2024-06-13,60419.98,SGD,CONFIRMED,"874 King St, San Francisco, CA 94105, USA"
SO-2024-0848,Vertex Analytics,supply@vertexanalytics.com,2025-01-31,6799.24,CAD,CONFIRMED,"799 Innovation Dr, Los Angeles, CA 90001, USA"
SO-2024-0849,RedOak Industries,orders@redoakindustries.com,2024-06-29,57535.43,GBP,SHIPPED,"565 Harbor Blvd, Hyderabad, Telangana 500001, India"
SO-2024-0850,Zenith Electronics,sales@zenithelectronics.com,2024-09-29,89848.57,USD,DELIVERED,"641 Warehouse Rd, Bangalore, Karnataka 560001, India"
SO-2024-0851,Vanguard Motors,supply@vanguardmotors.com,2024-09-30,50715.68,AUD,DELIVERED,"54 Queen St, Chennai, Tamil Nadu 600001, India"
SO-2024-0852,JetStream Aviation,procurement@jetstreamaviation.com,2024-03-18,69291.50,EUR,PENDING,"778 Central Ave, London EC1A 1BB, UK"
SO-2024-0853,Orbit Digital,supply@orbitdigital.com,,86828.46,SGD,CANCELLED,"566 Market St, Sydney, NSW 2000, Australia"
SO-2024-0854,Pinnacle Group,supply@pinnaclegroup.com,2025-05-07,50252.39,CAD,PENDING,"448 Commerce Blvd, New York, NY 10001, USA"
SO-2024-0855,Pacific Imports Co,procurement@pacificimportsco.com,2024-11-07,77876.60,USD,PENDING,"889 Oak St, Seattle, WA 98101, USA"
SO-2024-0856,ClearView Optics,supply@clearviewoptics.com,2025-01-04,58151.43,GBP,CONFIRMED,"543 Innovation Dr, Los Angeles, CA 90001, USA"
SO-2024-0857,RedOak Industries,procurement@redoakindustries.com,2024-07-29,68794.21,EUR,CONFIRMED,"824 Maple Dr, Munich 80331, Germany"
SO-2024-0858,Vanguard Motors,info@vanguardmotors.com,2024-02-01,37301.07,INR,CONFIRMED,"126 Business Ave, Houston, TX 77001, USA"
SO-2024-0859,Beacon Software,ops@beaconsoftware.com,,66800.84,EUR,CANCELLED,"765 Maple Dr, Mumbai, Maharashtra 400001, India"
SO-2024-0860,Infoway Solutions,info@infowaysolutions.com,2025-03-23,58965.24,USD,DELIVERED,"627 Victoria Rd, Boston, MA 02101, USA"
SO-2024-0861,BlueWave Logistics,ops@bluewavelogistics.com,2025-01-10,31464.94,USD,CONFIRMED,"980 Main St, Singapore 048583, Singapore"
SO-2024-0862,Evergreen Foods,orders@evergreenfoods.com,2024-10-19,76985.62,USD,DELIVERED,"301 Victoria Rd, London EC1A 1BB, UK"
SO-2024-0863,Infoway Solutions,supply@infowaysolutions.com,2024-12-08,92360.95,INR,DELIVERED,"384 Warehouse Rd, Tokyo 100-0001, Japan"
SO-2024-0864,Omega Chemicals,ops@omegachemicals.com,2024-07-01,33984.86,AUD,SHIPPED,"488 Main St, Boston, MA 02101, USA"
SO-2024-0865,Keystone Construction,purchase@keystoneconstruction.com,2024-05-21,7648.87,INR,PENDING,"970 Tech Park Rd, Sydney, NSW 2000, Australia"
SO-2024-0866,MegaTech Inc,ops@megatechinc.com,2024-05-09,66051.21,GBP,DELIVERED,"497 Park Ave, Houston, TX 77001, USA"
SO-2024-0867,Omega Chemicals,purchase@omegachemicals.com,2024-02-16,64558.93,INR,SHIPPED,"533 Queen St, Munich 80331, Germany"
SO-2024-0868,ClearView Optics,sales@clearviewoptics.com,2024-11-29,78999.38,CAD,PENDING,"727 Park Ave, Sydney, NSW 2000, Australia"
SO-2024-0869,CloudNine Services,purchase@cloudnineservices.com,2025-05-25,31267.01,SGD,DELIVERED,"415 Station Rd, Denver, CO 80201, USA"
SO-2024-0870,ClearView Optics,supply@clearviewoptics.com,2025-03-05,24856.67,CAD,PENDING,"437 Innovation Dr, New York, NY 10001, USA"
SO-2024-0871,Ironclad Security,ops@ironcladsecurity.com,2025-05-15,71611.88,USD,PENDING,"243 Innovation Dr, Manchester M1 1AA, UK"
SO-2024-0872,Eclipse Media,info@eclipsemedia.com,2025-04-15,62447.89,USD,SHIPPED,"779 Station Rd, Austin, TX 73301, USA"
SO-2024-0873,CloudNine Services,procurement@cloudnineservices.com,2024-11-15,30394.07,GBP,DELIVERED,"152 Maple Dr, Tokyo 100-0001, Japan"
SO-2024-0874,Orbit Digital,orders@orbitdigital.com,2024-06-28,66378.61,AUD,DELIVERED,"737 Enterprise Ln, Miami, FL 33101, USA"
SO-2024-0875,Mosaic Designs,orders@mosaicdesigns.com,2024-03-26,75316.44,USD,SHIPPED,"719 Oak St, Munich 80331, Germany"
SO-2024-0876,Nordic Supplies AB,procurement@nordicsuppliesab.com,2024-11-12,14113.27,GBP,CONFIRMED,"128 Innovation Dr, Delhi, Delhi 110001, India"
SO-2024-0877,BrightPath Labs,admin@brightpathlabs.com,2025-03-28,96198.33,USD,DELIVERED,"918 Central Ave, Tokyo 100-0001, Japan"
SO-2024-0878,Summit Healthcare,orders@summithealthcare.com,2024-11-13,4547.00,USD,CONFIRMED,"716 Main St, Boston, MA 02101, USA"
SO-2024-0879,JetStream Aviation,info@jetstreamaviation.com,2025-01-08,36796.97,USD,DELIVERED,"211 Park Ave, New York, NY 10001, USA"
SO-2024-0880,Delta Systems,admin@deltasystems.com,2024-04-20,96729.68,GBP,PENDING,"931 Victoria Rd, Singapore 048583, Singapore"
SO-2024-0881,TechStart India,orders@techstartindia.com,2024-05-25,72951.98,USD,DELIVERED,"816 Station Rd, Boston, MA 02101, USA"
SO-2024-0882,Harbor Marine,ops@harbormarine.com,2024-12-08,4752.16,AUD,PENDING,"435 Harbor Blvd, Houston, TX 77001, USA"
SO-2024-0883,Atlas Engineering,procurement@atlasengineering.com,2024-01-29,92795.39,AUD,CONFIRMED,"584 Victoria Rd, Miami, FL 33101, USA"
SO-2024-0884,Summit Healthcare,sales@summithealthcare.com,,88088.69,USD,CANCELLED,"409 Central Ave, Singapore 048583, Singapore"
SO-2024-0885,Maple Creek Farms,admin@maplecreekfarms.com,2024-08-24,76659.35,GBP,CONFIRMED,"143 Industrial Way, Los Angeles, CA 90001, USA"
SO-2024-0886,MegaTech Inc,supply@megatechinc.com,2024-05-24,79076.72,EUR,SHIPPED,"544 Commerce Blvd, Austin, TX 73301, USA"
SO-2024-0887,Summit Healthcare,supply@summithealthcare.com,2024-11-19,28220.75,EUR,CONFIRMED,"392 Oak St, Mumbai, Maharashtra 400001, India"
SO-2024-0888,Evergreen Foods,info@evergreenfoods.com,2024-06-15,56346.19,CAD,SHIPPED,"965 Warehouse Rd, Austin, TX 73301, USA"
